original_index,RA,DEC,nvotes,spiral,elliptical,dont_know,merger,type
1887,248.415,-0.218,27,0.0,0.111000001431,0.0370000004768,0.851999998093,merger
2129,207.905,0.165,61,0.230000000447,0.0659999996424,0.097999997437,0.721000015736,merger
2141,212.815,0.117,31,0.0640000030398,0.225999996066,0.097000002861,0.644999980927,merger
2210,223.864,0.053,37,0.270000007004,0.162000000477,0.108000002801,0.59500002861,merger
2221,225.624,0.128,34,0.236000001431,0.0590000003576,0.234999999404,0.587999999523,merger
2368,241.664,0.033,54,0.0,0.407000005245,0.0740000009537,0.518999993801,merger
2369,241.664,0.035,57,0.070000000298,0.333000004292,0.0179999992251,0.614000022411,merger
2400,243.272,0.204,30,0.20000000298,0.232999995351,0.10000000149,0.566999971867,merger
2504,170.685,0.46,39,0.0,0.358999997377,0.12800000608,0.513000011444,merger
2507,171.964,0.555,23,0.0860000029206,0.347999989986,0.0869999974966,0.522000014782,merger
2520,175.196,0.512,58,0.241999998689,0.0,0.189999997616,0.689999997616,merger
2521,175.197,0.514,34,0.293999999762,0.0879999995232,0.118000000715,0.647000014782,merger
2551,180.208,0.457,55,0.145999997854,0.236000001431,0.127000004053,0.56400001049,merger
2556,180.968,0.53,30,0.134000003338,0.266999989748,0.0670000016689,0.600000023842,merger
2557,180.969,0.53,28,0.142000004649,0.321000009775,0.0,0.606999993324,merger
2560,181.524,0.466,33,0.0,0.303000003099,0.151999995112,0.545000016689,merger
2684,207.983,0.55,33,0.544999999925,0.0,0.0,0.726999998093,merger
2854,241.715,0.426,49,0.286000009626,0.326999992132,0.019999999553,0.509999990463,merger
2897,244.283,0.448,52,0.191999999806,0.0769999995828,0.0189999993891,0.808000028133,merger
3169,200.935,1.044,17,0.118000000715,0.293999999762,0.118000000715,0.528999984264,merger
3185,204.97,0.84,58,0.379999995232,0.0,0.0,0.810000002384,merger
3326,12.415,13.682,64,0.0619999989867,0.375,0.0469999983907,0.54699999094,merger
3368,19.201,13.457,47,0.256000012159,0.105999998748,0.0640000030398,0.702000021935,merger
3387,22.661,13.213,61,0.097999997437,0.0,0.01600000076,0.934000015259,merger
3388,22.659,13.215,30,0.0659999996424,0.0,0.0,0.967000007629,merger
3402,25.139,13.0,50,0.0799999982119,0.300000011921,0.140000000596,0.519999980927,merger
3455,8.006,14.326,35,0.11400000006,0.31400001049,0.11400000006,0.513999998569,merger
3846,22.817,14.462,66,0.0599999986589,0.287999987602,0.151999995112,0.52999997139,merger
4142,30.428,14.658,26,0.0,0.268999993801,0.231000006199,0.5,merger
4180,8.998,14.121,26,0.0759999975562,0.231000006199,0.192000001669,0.537999987602,merger
4200,14.573,13.913,20,0.0,0.15000000596,0.300000011921,0.550000011921,merger
4220,19.066,13.65,52,0.0759999975562,0.231000006199,0.0769999995828,0.653999984264,merger
4221,19.067,13.65,55,0.0359999984503,0.254999995232,0.127000004053,0.600000023842,merger
4227,19.976,13.543,29,0.0680000036955,0.240999996662,0.137999996543,0.586000025272,merger
4242,24.031,13.209,27,0.148000001907,0.259000003338,0.111000001431,0.555999994278,merger
4243,24.278,13.249,29,0.0,0.344999998808,0.0340000018477,0.620999991894,merger
4379,25.754,13.64,62,0.45199999772,0.0,0.144999995828,0.629000008106,merger
4408,32.648,12.917,27,0.148000001907,0.259000003338,0.0740000009537,0.592999994755,merger
4522,26.876,13.868,32,0.0,0.405999988317,0.0,0.59399998188,merger
4569,9.871,15.264,34,0.0,0.352999985218,0.146999999881,0.5,merger
4573,9.884,15.223,34,0.293999999762,0.146999999881,0.0590000003576,0.647000014782,merger
4609,18.619,14.9,62,0.162000000477,0.25799998641,0.16099999845,0.5,merger
4625,21.209,14.659,30,0.0,0.300000011921,0.20000000298,0.5,merger
4651,26.307,14.429,27,0.222000002861,0.0740000009537,0.111000001431,0.703999996185,merger
4653,26.268,14.254,30,0.20000000298,0.300000011921,0.10000000149,0.5,merger
4773,28.243,14.563,32,0.123999997973,0.280999988317,0.0939999967813,0.561999976635,merger
4842,14.177,15.885,63,0.0,0.428999990225,0.0630000010133,0.508000016212,merger
4893,22.139,15.435,24,0.333999991417,0.125,0.0419999994338,0.666999995708,merger
4918,26.592,15.165,39,0.206000000238,0.153999999166,0.0769999995828,0.666999995708,merger
4946,30.95,14.726,23,0.259999994189,0.0,0.303999990225,0.564999997616,merger
4965,32.915,14.539,20,0.20000000298,0.20000000298,0.20000000298,0.5,merger
4998,41.192,-8.948,22,0.181000001729,0.226999998093,0.181999996305,0.5,merger
5009,42.543,-8.946,31,0.129999995232,0.386999994516,0.0320000015199,0.51599997282,merger
5010,42.542,-8.947,34,0.0579999983311,0.352999985218,0.0289999991655,0.587999999523,merger
5063,53.58,-7.588,47,0.596000017598,0.0209999997169,0.0209999997169,0.660000026226,merger
5130,37.216,-9.056,31,0.0,0.25799998641,0.128999993205,0.612999975681,merger
5139,38.743,-8.877,60,0.0340000018477,0.416999995708,0.0329999998212,0.532999992371,merger
5197,46.679,-7.973,24,0.0,0.291999995708,0.0,0.708000004292,merger
5210,48.816,-7.77,54,0.333999991417,0.0,0.0740000009537,0.759000003338,merger
5228,53.531,-7.183,28,0.142000004649,0.0710000023246,0.0,0.856999993324,merger
5264,59.277,-6.32,31,0.0,0.323000013828,0.16099999845,0.51599997282,merger
5590,42.598,-7.119,28,0.0,0.321000009775,0.179000005126,0.5,merger
5664,57.306,-5.446,37,0.108000002801,0.162000000477,0.188999995589,0.59500002861,merger
6020,160.671,-3.272,19,0.105999998748,0.316000014544,0.0529999993742,0.578999996185,merger
6101,174.584,-3.494,47,0.340000003576,0.190999999642,0.105999998748,0.532000005245,merger
6269,197.046,-3.431,37,0.0540000014007,0.135000005364,0.188999995589,0.648999989033,merger
6322,155.587,-2.652,32,0.0619999989867,0.375,0.0,0.59399998188,merger
6323,155.583,-2.648,48,0.165999995545,0.333000004292,0.0419999994338,0.541999995708,merger
6450,160.769,-2.732,30,0.0659999996424,0.300000011921,0.0329999998212,0.633000016212,merger
6451,160.768,-2.732,34,0.118000000715,0.146999999881,0.146999999881,0.647000014782,merger
6494,162.404,-2.837,36,0.5,0.166999995708,0.0280000008643,0.555999994278,merger
6563,174.161,-3.023,39,0.101999998093,0.256000012159,0.179000005126,0.513000011444,merger
6583,177.664,-3.03,33,0.0599999986589,0.393999993801,0.0,0.575999975204,merger
6641,185.022,-2.938,30,0.0659999996424,0.166999995708,0.0329999998212,0.76700001955,merger
6665,187.167,-3.025,22,0.0,0.455000013113,0.0450000017881,0.5,merger
6667,187.168,-3.025,27,0.0,0.259000003338,0.111000001431,0.629999995232,merger
7047,189.432,-2.62,60,0.165999993682,0.116999998689,0.10000000149,0.699999988079,merger
7106,196.585,-2.602,47,0.0,0.298000007868,0.105999998748,0.596000015736,merger
7294,173.082,-2.127,23,0.259999994189,0.261000007391,0.0,0.60900002718,merger
7325,177.944,-2.119,29,0.0680000036955,0.344999998808,0.0,0.620999991894,merger
7372,183.672,-2.103,34,0.0579999983311,0.264999985695,0.206000000238,0.5,merger
7403,187.823,-2.239,33,0.0,0.393999993801,0.0909999981523,0.514999985695,merger
7414,189.891,-2.194,47,0.0860000029206,0.277000010014,0.170000001788,0.510999977589,merger
7431,191.16,-2.118,48,0.123999997973,0.0419999994338,0.0419999994338,0.853999972343,merger
7637,162.704,-1.539,36,0.223000004888,0.333000004292,0.0280000008643,0.527999997139,merger
7757,184.607,-1.721,32,0.312000006437,0.125,0.0309999994934,0.688000023365,merger
7928,161.48,-1.226,29,0.0,0.41400000453,0.0340000018477,0.551999986172,merger
8007,178.894,-1.359,28,0.358000010252,0.0,0.0359999984503,0.786000013351,merger
8043,181.83,-1.288,28,0.0719999969006,0.179000005126,0.107000000775,0.679000020027,merger
8124,190.916,-1.372,31,0.257999997586,0.16099999845,0.194000005722,0.51599997282,merger
8170,197.586,-1.324,50,0.199999999255,0.319999992847,0.0799999982119,0.5,merger
8190,198.733,-1.309,52,0.153999997303,0.135000005364,0.287999987602,0.5,merger
8194,199.72,-1.211,21,0.0960000008345,0.381000012159,0.0480000004172,0.523999989033,merger
8218,173.494,-3.605,28,0.0,0.0359999984503,0.0359999984503,0.929000020027,merger
8219,173.495,-3.602,44,0.0460000000894,0.0230000000447,0.0,0.954999983311,merger
8241,175.877,-3.599,53,0.0379999987781,0.131999999285,0.225999996066,0.623000025749,merger
8258,177.594,-3.613,26,0.0,0.384999990463,0.0379999987781,0.577000021935,merger
8426,195.402,-3.517,32,0.0,0.125,0.0,0.875,merger
8472,200.928,-3.468,30,0.20000000298,0.20000000298,0.0329999998212,0.666999995708,merger
8518,177.096,-3.267,41,0.145999997854,0.145999997854,0.0489999987185,0.731999993324,merger
8582,184.25,-3.176,27,0.0,0.407000005245,0.0,0.592999994755,merger
8604,187.429,-3.136,52,0.115999996662,0.345999985933,0.0769999995828,0.518999993801,merger
8639,193.226,-3.303,29,0.137000001967,0.0340000018477,0.0,0.897000014782,merger
8669,195.977,-3.107,42,0.0,0.0949999988079,0.0710000023246,0.833000004292,merger
8764,176.912,-2.821,33,0.0,0.0909999981523,0.303000003099,0.606000006199,merger
8775,178.14,-2.715,30,0.0659999996424,0.266999989748,0.133000001311,0.566999971867,merger
8776,178.14,-2.716,36,0.388000003994,0.111000001431,0.082999996841,0.611000001431,merger
8782,178.497,-2.792,29,0.0,0.172000005841,0.0689999982715,0.759000003338,merger
8952,171.61,-2.336,29,0.0,0.344999998808,0.103000000119,0.551999986172,merger
9002,177.887,-2.373,60,0.165999993682,0.116999998689,0.232999995351,0.566999971867,merger
9051,182.415,-2.433,35,0.0,0.40000000596,0.0860000029206,0.513999998569,merger
9268,183.435,-2.021,37,0.216000005603,0.135000005364,0.243000000715,0.513999998569,merger
9301,190.055,-2.009,54,0.0740000009537,0.277999997139,0.0,0.685000002384,merger
9316,191.54,-1.929,52,0.385000005364,0.0379999987781,0.0769999995828,0.691999971867,merger
9317,191.537,-1.929,45,0.356000006199,0.0,0.111000001431,0.711000025272,merger
9360,198.352,-1.837,27,0.518000006676,0.0370000004768,0.0370000004768,0.666999995708,merger
9365,199.357,-1.8,61,0.0320000015199,0.246000006795,0.230000004172,0.508000016212,merger
9441,177.94,-1.553,33,0.0,0.181999996305,0.0,0.818000018597,merger
9470,182.694,-1.569,42,0.0,0.310000002384,0.119000002742,0.570999979973,merger
9505,187.599,-1.625,25,0.0799999982119,0.360000014305,0.0399999991059,0.560000002384,merger
9587,194.822,-1.574,31,0.0,0.225999996066,0.0320000015199,0.741999983788,merger
9598,196.836,-1.433,53,0.188999995589,0.150999993086,0.188999995589,0.565999984741,merger
9612,198.543,-1.576,26,0.383999999613,0.153999999166,0.0,0.653999984264,merger
9628,199.952,-1.436,48,0.0419999994338,0.333000004292,0.125,0.521000027657,merger
9636,200.325,-1.535,67,0.477999995463,0.0,0.0,0.760999977589,merger
9645,127.868,-0.67,49,0.449000008404,0.101999998093,0.163000002503,0.509999990463,merger
9728,141.844,-0.827,28,0.21400000155,0.143000006676,0.143000006676,0.606999993324,merger
9993,143.41,-0.279,59,0.0680000036955,0.237000003457,0.0850000008941,0.643999993801,merger
10005,144.92,-0.235,38,0.105000000447,0.263000011444,0.0,0.684000015259,merger
10018,146.374,-0.365,33,0.241999996826,0.0,0.0,0.879000008106,merger
10410,129.858,0.579,30,0.0659999996424,0.166999995708,0.166999995708,0.633000016212,merger
10491,142.142,0.477,54,0.0379999987781,0.407000005245,0.0740000009537,0.5,merger
10534,147.518,0.45,51,0.0399999991059,0.391999989748,0.0390000008047,0.549000024796,merger
10816,148.447,-2.665,29,0.0680000036955,0.379000008106,0.0689999982715,0.51700001955,merger
11023,158.213,-2.897,34,0.0,0.293999999762,0.175999999046,0.528999984264,merger
11085,162.044,-3.027,32,0.0,0.218999996781,0.218999996781,0.561999976635,merger
11227,144.034,-2.304,32,0.0619999989867,0.25,0.187999993563,0.53100001812,merger
11242,144.516,-2.24,40,0.449999997392,0.10000000149,0.15000000596,0.524999976158,merger
11351,151.637,-2.42,52,0.0379999987781,0.345999985933,0.0960000008345,0.537999987602,merger
11417,154.437,-2.37,28,0.286000013351,0.286000013351,0.0710000023246,0.5,merger
11426,154.657,-2.453,22,0.0900000035763,0.409000009298,0.0,0.545000016689,merger
11447,155.132,-2.551,51,0.118000000715,0.372999995947,0.0390000008047,0.528999984264,merger
11448,155.135,-2.552,41,0.097999997437,0.365999996662,0.0,0.584999978542,merger
11450,155.146,-2.438,28,0.21400000155,0.286000013351,0.107000000775,0.5,merger
11451,155.145,-2.436,31,0.129999995232,0.097000002861,0.0649999976158,0.773999989033,merger
11518,158.128,-2.448,21,0.189999997616,0.333000004292,0.0480000004172,0.523999989033,merger
11707,144.294,-1.753,26,0.153999999166,0.0379999987781,0.0,0.884999990463,merger
11817,150.724,-1.866,36,0.0560000017285,0.333000004292,0.111000001431,0.527999997139,merger
11846,152.245,-1.915,29,0.137999996543,0.379000008106,0.0,0.551999986172,merger
12105,164.121,-2.325,53,0.0759999975562,0.282999992371,0.0750000029802,0.603999972343,merger
12234,147.865,-1.548,51,0.0,0.27500000596,0.0,0.725000023842,merger
12279,150.864,-1.546,58,0.241999998689,0.0340000018477,0.0689999982715,0.776000022888,merger
12280,150.861,-1.548,31,0.0640000030398,0.128999993205,0.16099999845,0.676999986172,merger
12281,150.863,-1.548,63,0.0960000026971,0.0790000036359,0.189999997616,0.683000028133,merger
12351,153.804,-1.704,25,0.0799999982119,0.280000001192,0.0,0.680000007153,merger
12352,153.805,-1.705,35,0.172000005841,0.11400000006,0.0860000029206,0.713999986649,merger
12392,156.449,-1.741,22,0.181999996305,0.0450000017881,0.0909999981523,0.773000001907,merger
12393,156.448,-1.74,21,0.0960000008345,0.0949999988079,0.189999997616,0.666999995708,merger
12579,148.433,-1.026,27,0.222000002861,0.222000002861,0.0740000009537,0.592999994755,merger
12627,151.304,-1.106,28,0.358000010252,0.0,0.0,0.820999979973,merger
12678,153.618,-1.284,31,0.0,0.451999992132,0.0320000015199,0.51599997282,merger
12679,153.619,-1.29,35,0.172000005841,0.229000002146,0.0570000000298,0.629000008106,merger
12755,157.077,-1.369,28,0.286000013351,0.107000000775,0.107000000775,0.643000006676,merger
12801,160.522,-1.407,22,0.0900000035763,0.363999992609,0.0,0.591000020504,merger
12802,160.523,-1.408,30,0.133000001311,0.232999995351,0.0670000016689,0.633000016212,merger
12916,119.052,39.91,52,0.0759999975562,0.365000009537,0.0189999993891,0.577000021935,merger
12943,124.077,45.078,24,0.0,0.125,0.375,0.5,merger
13008,135.113,53.066,28,0.142000004649,0.0,0.356999993324,0.570999979973,merger
13158,129.794,50.199,34,0.0,0.0289999991655,0.118000000715,0.852999985218,merger
13180,132.964,52.474,34,0.468999996781,0.0289999991655,0.0289999991655,0.705999970436,merger
13197,135.093,53.772,27,0.0740000009537,0.0,0.0,0.962999999523,merger
13238,146.287,58.709,33,0.0,0.211999997497,0.0299999993294,0.758000016212,merger
13304,129.486,50.537,33,0.362999994308,0.151999995112,0.0610000006855,0.606000006199,merger
13367,139.856,56.545,25,0.0,0.239999994636,0.20000000298,0.560000002384,merger
13394,146.941,59.468,59,0.474000006914,0.0170000009239,0.101999998093,0.643999993801,merger
13486,130.4,51.905,34,0.116999998689,0.324000000954,0.0289999991655,0.587999999523,merger
13565,118.503,42.047,64,0.0939999967813,0.280999988317,0.108999997377,0.561999976635,merger
13648,133.737,54.553,56,0.0719999969006,0.0890000015497,0.0710000023246,0.804000020027,merger
13664,136.241,55.961,64,0.21799999848,0.25,0.0939999967813,0.54699999094,merger
13718,153.847,60.142,28,0.0719999969006,0.463999986649,0.0,0.5,merger
13796,153.001,60.888,44,0.0,0.0,0.0450000017881,0.954999983311,merger
13821,161.85,62.776,31,0.387000005692,0.097000002861,0.097000002861,0.612999975681,merger
13877,157.928,62.871,25,0.0,0.280000001192,0.0,0.72000002861,merger
13989,256.435,58.306,24,0.249999996275,0.291999995708,0.082999996841,0.5,merger
14032,251.419,64.213,32,0.187999993563,0.0309999994934,0.0939999967813,0.78100001812,merger
14033,251.425,64.212,53,0.0759999975562,0.0379999987781,0.0570000000298,0.867999970913,merger
14035,251.417,64.211,29,0.27499999851,0.0340000018477,0.103000000119,0.723999977112,merger
14085,256.279,59.773,55,0.36400000006,0.0359999984503,0.0359999984503,0.745000004768,merger
14155,255.793,61.459,61,0.425999999046,0.0489999987185,0.180000007153,0.556999981403,merger
14176,258.36,58.076,43,0.0,0.349000006914,0.0930000022054,0.558000028133,merger
14177,258.338,57.956,27,0.0740000009537,0.259000003338,0.185000002384,0.518999993801,merger
14178,258.34,57.956,27,0.222000002861,0.148000001907,0.222000002861,0.518999993801,merger
14186,258.725,57.337,28,0.0,0.286000013351,0.0710000023246,0.643000006676,merger
14187,258.725,57.338,24,0.0,0.375,0.125,0.5,merger
14194,259.094,56.635,34,0.175999999046,0.118000000715,0.146999999881,0.647000014782,merger
14246,258.302,59.343,35,0.229000002146,0.256999999285,0.0860000029206,0.542999982834,merger
14247,258.293,59.332,44,0.454000003636,0.0,0.25,0.523000001907,merger
14289,261.321,54.026,68,0.498999997973,0.0439999997616,0.0149999996647,0.690999984741,merger
14296,254.924,64.618,34,0.0,0.234999999404,0.0289999991655,0.735000014305,merger
14326,259.307,59.251,35,0.0,0.171000003815,0.0289999991655,0.800000011921,merger
14604,253.905,64.02,28,0.286000005901,0.107000000775,0.25,0.5,merger
14706,256.279,62.859,40,0.300000010058,0.0,0.0,0.850000023842,merger
14893,154.857,63.148,28,0.21400000155,0.0359999984503,0.143000006676,0.713999986649,merger
14974,190.525,66.164,55,0.0359999984503,0.381999999285,0.0359999984503,0.56400001049,merger
14975,190.528,66.165,37,0.0,0.270000010729,0.108000002801,0.621999979019,merger
15004,202.382,65.324,20,0.0,0.25,0.0500000007451,0.699999988079,merger
15062,112.757,34.846,67,0.0299999993294,0.342999994755,0.0599999986589,0.582000017166,merger
15177,128.414,51.868,30,0.0,0.166999995708,0.0,0.833000004292,merger
15251,152.176,62.835,25,0.0799999982119,0.20000000298,0.0799999982119,0.680000007153,merger
15302,174.784,66.519,59,0.170000005513,0.254000008106,0.152999997139,0.508000016212,merger
15532,125.037,49.71,28,0.0,0.286000013351,0.143000006676,0.570999979973,merger
15537,125.556,50.228,68,0.0,0.368000000715,0.118000000715,0.514999985695,merger
15613,144.317,60.949,34,0.116999998689,0.293999999762,0.118000000715,0.528999984264,merger
15651,154.824,64.012,23,0.173999994993,0.0869999974966,0.173999994993,0.652000010014,merger
15652,154.822,64.013,27,0.518000006676,0.148000001907,0.0740000009537,0.518999993801,merger
15735,190.816,67.028,23,0.258999999613,0.0430000014603,0.0,0.825999975204,merger
15770,215.806,63.969,24,0.0839999988675,0.125,0.082999996841,0.75,merger
15771,215.811,63.968,34,0.0579999983311,0.206000000238,0.118000000715,0.647000014782,merger
15811,112.566,36.239,17,0.0,0.234999999404,0.234999999404,0.528999984264,merger
15838,115.224,40.07,30,0.266000002623,0.0670000016689,0.232999995351,0.566999971867,merger
15946,136.021,57.77,30,0.0659999996424,0.266999989748,0.0670000016689,0.633000016212,merger
16065,180.99,67.54,28,0.0719999969006,0.321000009775,0.143000006676,0.5,merger
16101,199.649,66.883,58,0.137999996543,0.172000005841,0.0520000010729,0.707000017166,merger
16148,218.892,63.559,28,0.500000007451,0.0710000023246,0.0,0.679000020027,merger
16198,115.605,41.205,28,0.0,0.179000005126,0.286000013351,0.536000013351,merger
16239,120.437,47.065,45,0.0879999995232,0.0439999997616,0.111000001431,0.800000011921,merger
16266,124.401,50.839,31,0.0,0.128999993205,0.25799998641,0.612999975681,merger
16288,127.521,53.352,29,0.27499999851,0.103000000119,0.0,0.759000003338,merger
16380,157.288,65.402,35,0.11400000006,0.342999994755,0.0860000029206,0.513999998569,merger
16406,172.532,67.586,30,0.0659999996424,0.266999989748,0.10000000149,0.600000023842,merger
16577,124.283,51.191,24,0.0839999988675,0.375,0.0,0.583000004292,merger
16638,138.268,60.245,34,0.0,0.381999999285,0.0,0.617999970913,merger
16639,138.251,60.251,34,0.0579999983311,0.0879999995232,0.0289999991655,0.852999985218,merger
16694,165.595,67.392,52,0.153999999166,0.326999992132,0.0960000008345,0.5,merger
16757,183.63,68.36,48,0.249999996275,0.0,0.0209999997169,0.853999972343,merger
16777,194.995,68.059,35,0.0,0.20000000298,0.20000000298,0.600000023842,merger
16795,208.004,66.839,49,0.0,0.326999992132,0.019999999553,0.652999997139,merger
16809,212.136,65.976,23,0.346999991685,0.0869999974966,0.0430000014603,0.695999979973,merger
16830,219.817,64.399,24,0.0,0.208000004292,0.166999995708,0.625,merger
16937,258.905,63.053,21,0.0,0.189999997616,0.286000013351,0.523999989033,merger
16963,261.33,58.817,54,0.297000003979,0.0560000017285,0.148000001907,0.648000001907,merger
16970,262.106,57.544,51,0.0789999999106,0.019999999553,0.0,0.940999984741,merger
17136,263.026,58.622,27,0.0,0.370000004768,0.0740000009537,0.555999994278,merger
17207,260.604,66.1,30,0.0,0.232999995351,0.166999995708,0.600000023842,merger
17500,263.099,59.878,40,0.10000000149,0.27500000596,0.15000000596,0.524999976158,merger
17563,264.442,58.962,32,0.187999993563,0.187999993563,0.0619999989867,0.65600001812,merger
17625,112.166,34.508,32,0.0619999989867,0.405999988317,0.0309999994934,0.53100001812,merger
17653,113.287,35.971,65,0.0920000001788,0.307999998331,0.0920000001788,0.554000020027,merger
17836,115.782,40.315,31,0.0640000030398,0.289999991655,0.0320000015199,0.644999980927,merger
17884,120.797,46.104,34,0.528999984264,0.0289999991655,0.0879999995232,0.617999970913,merger
17999,120.815,46.978,23,0.0860000029206,0.261000007391,0.0869999974966,0.60900002718,merger
18025,123.449,49.685,21,0.0,0.0949999988079,0.238000005484,0.666999995708,merger
18072,114.366,40.189,35,0.0579999983311,0.40000000596,0.0289999991655,0.542999982834,merger
18181,155.502,63.555,52,0.0379999987781,0.365000009537,0.115000002086,0.5,merger
18339,229.431,58.65,38,0.21099999547,0.131999999285,0.158000007272,0.605000019073,merger
18407,240.67,52.239,70,0.428000006825,0.0289999991655,0.143000006676,0.614000022411,merger
18497,163.59,65.42,36,0.112000003457,0.277999997139,0.111000001431,0.555999994278,merger
18513,170.677,66.384,35,0.0,0.31400001049,0.0289999991655,0.657000005245,merger
18514,170.69,66.392,29,0.206000000238,0.137999996543,0.0,0.759000003338,merger
18598,212.77,64.317,52,0.192000001669,0.384999990463,0.0189999993891,0.5,merger
18635,226.714,60.32,26,0.0,0.0379999987781,0.192000001669,0.768999993801,merger
18699,240.116,53.247,21,0.0,0.428999990225,0.0480000004172,0.523999989033,merger
18723,137.233,58.166,52,0.0379999987781,0.384999990463,0.0379999987781,0.558000028133,merger
18747,144.248,61.123,21,0.0,0.238000005484,0.0949999988079,0.666999995708,merger
18828,174.452,67.064,38,0.420999996364,0.131999999285,0.131999999285,0.526000022888,merger
18845,180.483,67.354,32,0.0619999989867,0.312000006437,0.0309999994934,0.625,merger
19046,242.605,52.262,54,0.0379999987781,0.407000005245,0.0,0.574000000954,merger
19072,139.181,59.775,45,0.177000001073,0.0219999998808,0.133000001311,0.755999982357,merger
19081,142.083,61.026,33,0.423999996856,0.151999995112,0.0909999981523,0.545000016689,merger
19105,150.646,63.683,24,0.0839999988675,0.291999995708,0.125,0.541999995708,merger
19273,231.127,59.444,33,0.0,0.211999997497,0.0909999981523,0.697000026703,merger
19282,233.691,58.467,38,0.21099999547,0.0,0.0260000005364,0.867999970913,merger
19283,233.565,58.383,52,0.230000004172,0.0,0.0769999995828,0.808000028133,merger
19453,174.592,67.908,58,0.0340000018477,0.344999998808,0.120999999344,0.51700001955,merger
19490,200.331,67.614,30,0.0659999996424,0.266999989748,0.0329999998212,0.666999995708,merger
19597,238.457,56.423,58,0.0,0.448000013828,0.0340000018477,0.51700001955,merger
19718,167.419,67.735,61,0.0,0.393000006676,0.0,0.606999993324,merger
19719,167.415,67.734,25,0.159999996424,0.319999992847,0.0399999991059,0.560000002384,merger
19849,226.107,62.605,26,0.461000006646,0.192000001669,0.0379999987781,0.537999987602,merger
19874,238.294,56.849,34,0.175999999046,0.0879999995232,0.206000000238,0.617999970913,merger
19955,128.061,51.987,66,0.0,0.393999993801,0.0450000017881,0.56099998951,merger
20015,125.0,50.175,28,0.0719999969006,0.428999990225,0.0359999984503,0.5,merger
20093,126.983,52.457,34,0.118000000715,0.118000000715,0.146999999881,0.675999999046,merger
20239,246.119,48.597,27,0.0,0.296000003815,0.0740000009537,0.629999995232,merger
20282,251.28,43.096,59,0.238000005484,0.101999998093,0.237000003457,0.541999995708,merger
20318,255.101,38.347,58,0.344000004232,0.0520000010729,0.137999996543,0.638000011444,merger
20327,247.4,48.0,54,0.112000003457,0.333000004292,0.0740000009537,0.537000000477,merger
